key	eco	name_fr	name_en
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 g6	D00	Gambit Blackmar-Diemer accepté : Défense Bogoljubow	Blackmar-Diemer Gambit Accepted: Bogoljubow Defense
d4 e6 c4 b6 e4 Bb7 f3 f5 exf5 Nh6	A40	Défense anglaise : Gambit Poli	English Defense: Poli Gambit
d4 f5 c4 Nf6 g3 d6 Bg2 c6 Nc3 Qc7	A86	Défense hollandaise : Système Hort-Antoshin	Dutch Defense: Hort-Antoshin System
d4 f5 c4 Nf6 g3 e6 Bg2 Bb4 Bd2 Be7	A90	Défense hollandaise : Variante Nimzo-hollandaise, Variante Alekhine	Dutch Defense: Nimzo-Dutch Variation, Alekhine Variation
d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O	A92	Défense hollandaise : Variante classique	Dutch Defense: Classical Variation
d4 f5 g3 c6 Bg2 g6 Nf3 Bg7 O-O Nh6	A81	Défense hollandaise : Leningrad, Système Basman	Dutch Defense: Leningrad, Basman System
d4 g6 Nf3 Bg7 Bf4 c5 c3 cxd4 cxd4 Qa5	D02	Partie du pion dame : Système London, Variante Pterodactyl	Queen's Pawn Game: London System, Pterodactyl Variation
d4 g6 Nf3 Bg7 e3 c5 Bd3 cxd4 Nxd4 Qa5	A40	Système Colle : Variante Siroccopteryx	Colle System: Siroccopteryx Variation
d4 g6 c4 Bg7 Nc3 c5 d5 Bxc3 bxc3 Qa5	A40	Défense ptérodactyle : fianchetto, Queen Pteranodon	Pterodactyl Defense: Fianchetto, Queen Pteranodon
d4 g6 c4 Bg7 Nc3 c5 d5 Bxc3 bxc3 f5	A40	Défense moderne : Variante Beefeater	Modern Defense: Beefeater Variation
d4 g6 c4 Bg7 e4 d6 Nc3 c5 Nge2 Qa5	A42	Défense ptérodactyle : Central, Bogolubovia	Pterodactyl Defense: Central, Bogolubovia
e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 Be2 c6	B05	Défense Alekhine : Variante moderne, Variante Flohr	Alekhine Defense: Modern Variation, Flohr Variation
e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 Bf5	B03	Défense Alekhine : Attaque Four Pawns, Variante Trifunovic	Alekhine Defense: Four Pawns Attack, Trifunovic Variation
e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 g5	B03	Défense Alekhine : Attaque Four Pawns, Gambit Cambridge	Alekhine Defense: Four Pawns Attack, Cambridge Gambit
e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 g6	B03	Défense Alekhine : Attaque Four Pawns, Variante fianchetto	Alekhine Defense: Four Pawns Attack, Fianchetto Variation
e4 b6 d4 Bb7 Bd3 f5 exf5 Bxg2 Qh5 g6	B00	Défense Owen : Gambit Matovinsky	Owen Defense: Matovinsky Gambit
e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6	B25	Défense sicilienne : Closed	Sicilian Defense: Closed
e4 c5 Nf3 Nc6 Nc3 e5 Bc4 Be7 d3 Nf6	B30	Défense sicilienne : Closed, Variante Anti-Sveshnikov, avec Nf6	Sicilian Defense: Closed, Anti-Sveshnikov Variation, with Nf6
e4 c5 Nf3 Nc6 Nc3 e5 Bc4 Be7 d3 d6	B30	Défense sicilienne : Closed, Variante Anti-Sveshnikov, avec d6	Sicilian Defense: Closed, Anti-Sveshnikov Variation, with d6
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5	B33	Défense sicilienne : Variante Lasker-Pelikan	Sicilian Defense: Lasker-Pelikan Variation
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 a6 c4 e5	B32	Défense sicilienne : Variante O'Kelly, Maróczy Bind, Geller ligne	Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6	B32	Défense sicilienne : Variante Kalashnikov	Sicilian Defense: Kalashnikov Variation
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7	B37	Défense sicilienne : Accelerated Dragon, Maróczy Bind	Sicilian Defense: Accelerated Dragon, Maróczy Bind
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Bd7	B56	Défense sicilienne : Variante Kupreichik	Sicilian Defense: Kupreichik Variation
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6	B56	Défense sicilienne : Variante classique	Sicilian Defense: Classical Variation
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6	B90	Défense sicilienne : Variante Najdorf	Sicilian Defense: Najdorf Variation
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6	B70	Défense sicilienne : Variante Dragon	Sicilian Defense: Dragon Variation
e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5 Qd7	B53	Défense sicilienne : Variante Chekhover, Défense Zaitsev	Sicilian Defense: Chekhover Variation, Zaitsev Defense
e4 c5 Nf3 e6 c3 Nf6 e5 Nd5 d4 Nc6	B40	Défense sicilienne : Variante Alapin, Variante Sherzer	Sicilian Defense: Alapin Variation, Sherzer Variation
e4 c5 Nf3 e6 c3 d5 exd5 Qxd5 d4 Nf6	B22	Défense sicilienne : Variante retardé Alapin	Sicilian Defense: Delayed Alapin Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6	B45	Défense sicilienne : Variante quatre cavaliers	Sicilian Defense: Four Knights Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7	B47	Défense sicilienne : Variante Taimanov, Variante Bastrikov	Sicilian Defense: Taimanov Variation, Bastrikov Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 a6	B46	Défense sicilienne : Variante Taimanov	Sicilian Defense: Taimanov Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4	B40	Défense sicilienne : Variante Pin	Sicilian Defense: Pin Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Qb6	B40	Défense sicilienne : Variante Gaw-Paw	Sicilian Defense: Gaw-Paw Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 d6	B80	Défense sicilienne : Variante Scheveningen	Sicilian Defense: Scheveningen Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Bc5	B42	Défense sicilienne : Variante Kan, Variante Polugaevsky	Sicilian Defense: Kan Variation, Polugaevsky Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 g6	B42	Défense sicilienne : Variante Kan, Variante Swiss Cheese	Sicilian Defense: Kan Variation, Swiss Cheese Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 b5	B43	Défense sicilienne : Variante Kan, Attaque aile	Sicilian Defense: Kan Variation, Wing Attack
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 g6	B41	Défense sicilienne : Variante Kan, Maróczy Bind, Variante Hedgehog	Sicilian Defense: Kan Variation, Maróczy Bind, Hedgehog Variation
e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 Bg4	B22	Défense sicilienne : Variante Alapin, Défense Barmen, moderne ligne	Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line
e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 g6	B21	Défense sicilienne : Smith-Morra gambit accepté, Défense fianchetto	Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense
e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3 a6	B21	Défense sicilienne : Smith-Morra gambit accepté, Formation Kan	Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation
e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6 exf6	B15	Défense Caro-Kann : Variante Tartakower	Caro-Kann Defense: Tartakower Variation
e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6 gxf6	B16	Défense Caro-Kann : Variante Bronstein-Larsen	Caro-Kann Defense: Bronstein-Larsen Variation
e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nd7 Ng5 Ndf6	B17	Défense Caro-Kann : Variante Karpov, Variante moderne, Défense Ivanchuk	Caro-Kann Defense: Karpov Variation, Modern Variation, Ivanchuk Defense
e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6	B13	Défense Caro-Kann : Attaque Panov, Défense moderne	Caro-Kann Defense: Panov Attack, Modern Defense
e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 e6	B14	Défense Caro-Kann : Attaque Panov	Caro-Kann Defense: Panov Attack
e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 g6	B14	Défense Caro-Kann : Attaque Panov, Défense fianchetto	Caro-Kann Defense: Panov Attack, Fianchetto Defense
e4 d5 Nf3 dxe4 Ng5 Nf6 Nc3 Bf5 Qe2 Qd4	A06	Ouverture Zukertort : Gambit Tennison, Brigg's Trap	Zukertort Opening: Tennison Gambit, Brigg's Trap
e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bf5	B01	Défense scandinave : Variante classique	Scandinavian Defense: Classical Variation
e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 Nf3 Bg4	B01	Défense scandinave : Contre-attaque Anderssen, Variante Collijn	Scandinavian Defense: Anderssen Counterattack, Collijn Variation
e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Nf3 a6	B01	Défense scandinave : Variante Bronstein	Scandinavian Defense: Bronstein Variation
e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Nf3 Bg4	B01	Défense scandinave : Variante Valencian, ligne principale	Scandinavian Defense: Valencian Variation, Main Line
e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Nf3 c6	B01	Défense scandinave : Variante Valencian, Variante Ilundain	Scandinavian Defense: Valencian Variation, Ilundain Variation
e4 d6 d4 Nf6 Nc3 g6 Be3 c6 Qd2 Bg4	B07	Défense Pirc : Attaque 150, Défense Inner Doll	Pirc Defense: 150 Attack, Inner Doll Defense
e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O	B09	Défense Pirc : Attaque autrichienne	Pirc Defense: Austrian Attack
e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 c5	B09	Défense Pirc : Attaque autrichienne, Formation Dragon	Pirc Defense: Austrian Attack, Dragon Formation
e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4 Ke2 b6	C25	Vienna gambit, Défense avec Max Lange : Gambit Steinitz, Défense Fraser-Minckwitz	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Fraser-Minckwitz Defense
e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4 Ke2 d5	C25	Vienna gambit, Défense avec Max Lange : Gambit Steinitz, Défense Zukertort	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Zukertort Defense
e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4 Ke2 d6	C25	Vienna gambit, Défense avec Max Lange : Gambit Steinitz, Défense Paulsen	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Paulsen Defense
e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4 Ke2 g5	C25	Vienna gambit, Défense avec Max Lange : Gambit Steinitz, Défense Sörensen	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Sörensen Defense
e4 e5 Nc3 Nc6 g3 Bc5 Bg2 h5 Nf3 h4	C25	Partie viennoise : Variante Paulsen, Gambit Mariotti	Vienna Game: Paulsen Variation, Mariotti Gambit
e4 e5 Nc3 Nc6 g3 Nf6 Bg2 Bc5 Nge2 d5	C25	Partie viennoise : Variante Paulsen	Vienna Game: Paulsen Variation
e4 e5 Nc3 Nf6 Bc4 Nxe4 Qh5 Nd6 Bb3 Be7	C27	Partie viennoise : Variante Stanley, Monster refusé	Vienna Game: Stanley Variation, Monster Declined
e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Nf3 Be7	C29	Partie viennoise : Gambit Vienna, Variante Breyer	Vienna Game: Vienna Gambit, Breyer Variation
e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Qf3 f5	C29	Partie viennoise : Gambit Vienna, Variante Bardeleben	Vienna Game: Vienna Gambit, Bardeleben Variation
e4 e5 Nf3 Nc6 Bb5 Bb4 c3 Ba5 Bxc6 dxc6	C60	Partie espagnole (Ruy López) : Défense Alapin, Gambit Alapin	Ruy Lopez: Alapin Defense, Alapin Gambit
e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 O-O Ne7	C61	Partie espagnole (Ruy López) : Variante Bird, Variante Paulsen	Ruy Lopez: Bird Variation, Paulsen Variation
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Be7	C67	Partie espagnole (Ruy López) : Défense Berlin, Variante Rio de Janeiro	Ruy Lopez: Berlin Defense, Rio de Janeiro Variation
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Nd6	C67	Partie espagnole (Ruy López) : Défense Berlin, Variante l'Hermet	Ruy Lopez: Berlin Defense, l'Hermet Variation
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 a6	C67	Partie espagnole (Ruy López) : Défense Berlin, Variante Rosenthal	Ruy Lopez: Berlin Defense, Rosenthal Variation
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d4 Nd7	C66	Partie espagnole (Ruy López) : Défense Closed Berlin, Variante Chigorin	Ruy Lopez: Closed Berlin Defense, Chigorin Variation
e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Ne7 Nxe5 c6	C65	Partie espagnole (Ruy López) : Défense Berlin, Variante Anti-Berlin, Mortimer Trap	Ruy Lopez: Berlin Defense, Anti-Berlin Variation, Mortimer Trap
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5	C78	Partie espagnole (Ruy López) : Défense Morphy, Variante Møller	Ruy Lopez: Morphy Defense, Møller Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7	C84	Partie espagnole (Ruy López) : Closed	Ruy Lopez: Closed
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4	C80	Partie espagnole (Ruy López) : Open	Ruy Lopez: Open
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O d5	C78	Partie espagnole (Ruy López) : Contre-gambit Central	Ruy Lopez: Central Countergambit
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O d6	C79	Partie espagnole (Ruy López) : Défense Morphy, Steinitz différé	Ruy Lopez: Morphy Defense, Steinitz Deferred
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O g6	C78	Partie espagnole (Ruy López) : Variante Brix	Ruy Lopez: Brix Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bc5	C70	Partie espagnole (Ruy López) : Défense Morphy, Variante Graz	Ruy Lopez: Morphy Defense, Graz Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Na5	C70	Partie espagnole (Ruy López) : Défense Morphy, Variante norvégienne	Ruy Lopez: Morphy Defense, Norwegian Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 Bd7	C75	Partie espagnole (Ruy López) : Défense Morphy, Défense moderne Steinitz	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 f5	C74	Partie espagnole (Ruy López) : Défense Morphy, Défense moderne Steinitz, Variante Siesta	Ruy Lopez: Morphy Defense, Modern Steinitz Defense, Siesta Variation
e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6	C69	Partie espagnole (Ruy López) : Variante échange, Variante King's fou	Ruy Lopez: Exchange Variation, King's Bishop Variation
e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Qd6	C69	Partie espagnole (Ruy López) : Variante échange, Variante Bronstein	Ruy Lopez: Exchange Variation, Bronstein Variation
e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O f6	C69	Partie espagnole (Ruy López) : Variante échange, Variante Gligoric	Ruy Lopez: Exchange Variation, Gligoric Variation
e4 e5 Nf3 Nc6 Bb5 f5 Nc3 fxe4 Nxe4 Be7	C63	Partie espagnole (Ruy López) : Défense Schliemann, Défense Kostić	Ruy Lopez: Schliemann Defense, Kostić Defense
e4 e5 Nf3 Nc6 Bb5 f5 Nc3 fxe4 Nxe4 Nf6	C63	Partie espagnole (Ruy López) : Défense Schliemann, Variante Tartakower	Ruy Lopez: Schliemann Defense, Tartakower Variation
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 O-O O-O	C50	Partie italienne : Giuoco Pianissimo	Italian Game: Giuoco Pianissimo
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5	C52	Partie italienne : Gambit Evans, ligne principale	Italian Game: Evans Gambit, Main Line
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5	C51	Partie italienne : Gambit Evans, Défense McDonnell	Italian Game: Evans Gambit, McDonnell Defense
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bd6	C51	Partie italienne : Gambit Evans, Variante Stone-Ware	Italian Game: Evans Gambit, Stone-Ware Variation
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Be7	C51	Partie italienne : Gambit Evans, Variante Anderssen	Italian Game: Evans Gambit, Anderssen Variation
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bf8	C51	Partie italienne : Gambit Evans, Défense Mayet	Italian Game: Evans Gambit, Mayet Defense
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 a6	C54	Partie italienne : Variante classique, Giuoco Pianissimo, avec a6	Italian Game: Classical Variation, Giuoco Pianissimo, with a6
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d5	C54	Partie italienne : Variante classique, avec d5	Italian Game: Classical Variation, with d5
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6	C54	Partie italienne : Variante classique, Giuoco Pianissimo	Italian Game: Classical Variation, Giuoco Pianissimo
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7 d4 Bb6	C53	Partie italienne : Variante classique, Variante centre Holding	Italian Game: Classical Variation, Center Holding Variation
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 f5 Ng5 f4	C50	Partie italienne : Giuoco Pianissimo, Variante Dubois	Italian Game: Giuoco Pianissimo, Dubois Variation
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Nxe4 Nxe4 d5	C55	Partie italienne : Défense deux cavaliers	Italian Game: Two Knights Defense
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5	C58	Partie italienne : Défense deux cavaliers, Défense Polerio	Italian Game: Two Knights Defense, Polerio Defense
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nb4	C57	Partie italienne : Défense deux cavaliers, Gambit Kloss	Italian Game: Two Knights Defense, Kloss Gambit
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nd4	C57	Partie italienne : Défense deux cavaliers, Variante Fritz	Italian Game: Two Knights Defense, Fritz Variation
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 b5	C57	Partie italienne : Défense deux cavaliers, Variante Ulvestad	Italian Game: Two Knights Defense, Ulvestad Variation
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 O-O d6	C55	Partie italienne : Défense deux cavaliers, moderne fou's ouverture	Italian Game: Two Knights Defense, Modern Bishop's Opening
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O Nxe4	C56	Partie italienne : Gambit Scotch, Double gambit accepté	Italian Game: Scotch Gambit, Double Gambit Accepted
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5 Ng4	C44	Partie écossaise : Gambit Scotch, Variante aile roi	Scotch Game: Scotch Gambit, Kingside Variation
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 Bb4 Nxe5 Qe7	C47	Partie des quatre cavaliers : Variante Scotch, Gambit Krause, Défense Leonhardt	Four Knights Game: Scotch Variation, Krause Gambit, Leonhardt Defense
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 Bb4 d5 Nd4	C47	Partie des quatre cavaliers : Variante Scotch, Gambit Oxford	Four Knights Game: Scotch Variation, Oxford Gambit
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Nxe4	C47	Partie des quatre cavaliers : Variante Scotch, Défense Schmid	Four Knights Game: Scotch Variation, Schmid Defense
e4 e5 Nf3 Nc6 c3 Nf6 d4 Nxe4 d5 Bc5	C44	Ouverture Ponziani : Gambit Vukovic	Ponziani Opening: Vukovic Gambit
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O Bc5	C56	Partie italienne : Gambit Scotch, Attaque Max Lange	Italian Game: Scotch Gambit, Max Lange Attack
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O Be7	C56	Partie italienne : Gambit Scotch, Défense de Riviere	Italian Game: Scotch Gambit, de Riviere Defense
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O d6	C56	Partie italienne : Gambit Scotch, Défense Janowski	Italian Game: Scotch Gambit, Janowski Defense
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nb3 Bb4	C45	Partie écossaise : Variante Romanishin	Scotch Game: Romanishin Variation
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6	C45	Partie écossaise : Variante classique, Variante Intermezzo	Scotch Game: Classical Variation, Intermezzo Variation
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Nc3 Bb4	C45	Partie écossaise : Défense moderne	Scotch Game: Modern Defense
e4 e5 Nf3 Nc6 d4 exd4 c3 dxc3 Nxc3 Bb4	C44	Partie écossaise : Gambit Göring, ligne principale	Scotch Game: Göring Gambit, Main Line
e4 e5 Nf3 Nf6 Nxe5 Nc6 Nxc6 dxc6 Nc3 Bc5	C42	Défense Petroff (russe) : Stafford gambit accepté	Petrov's Defense: Stafford Gambit Accepted
e4 e5 Nf3 Nf6 Nxe5 Nc6 Nxc6 dxc6 d3 Bc5	C42	Défense Petroff (russe) : Stafford gambit accepté	Petrov's Defense: Stafford Gambit Accepted
e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 Nf6	C42	Défense Petroff (russe) : Attaque classique, Variante Closed	Petrov's Defense: Classical Attack, Closed Variation
e4 e5 Nf3 f5 Bc4 fxe4 Nxe5 Qg5 d4 Qxg2	C40	Gambit letton : Attaque Mayet, Variante Poisoned Pawn	Latvian Gambit: Mayet Attack, Poisoned Pawn Variation
e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Bb4 c3 Be7	C22	Partie du centre : Variante Charousek	Center Game: Charousek Variation
e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Bb4	C21	Gambit danois accepté : Défense Copenhagen	Danish Gambit Accepted: Copenhagen Defense
e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nf6	C21	Gambit danois accepté : Défense classique	Danish Gambit Accepted: Classical Defense
e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Qe7	C21	Gambit danois accepté : Défense Chigorin	Danish Gambit Accepted: Chigorin Defense
e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 d5	C21	Gambit danois accepté : Défense Schlechter	Danish Gambit Accepted: Schlechter Defense
e4 e5 f4 exf4 Bc4 d5 Bxd5 Qh4 Kf1 Bd6	C33	Gambit du roi accepté : Gambit fou's, Variante Boren-Svenonius	King's Gambit Accepted: Bishop's Gambit, Boren-Svenonius Variation
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O Qe7	C37	Gambit du roi accepté : Gambit Muzio, Contre-attaque Kling and Horwitz	King's Gambit Accepted: Muzio Gambit, Kling and Horwitz Counterattack
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O d5	C37	Gambit du roi accepté : Gambit Muzio, Défense Brentano	King's Gambit Accepted: Muzio Gambit, Brentano Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Be7	C39	Gambit du roi accepté : Kieseritzky, Défense Polerio	King's Gambit Accepted: Kieseritzky, Polerio Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Bg7	C39	Gambit du roi accepté : Gambit Kieseritzky, Défense Paulsen	King's Gambit Accepted: Kieseritzky Gambit, Paulsen Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nc6	C39	Gambit du roi accepté : Gambit Kieseritzky, Défense Neumann	King's Gambit Accepted: Kieseritzky Gambit, Neumann Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6	C39	Gambit du roi accepté : Gambit Kieseritzky, Défense Berlin	King's Gambit Accepted: Kieseritzky Gambit, Berlin Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Qe7	C39	Gambit du roi accepté : Gambit Kieseritzky, Défense Rosenthal	King's Gambit Accepted: Kieseritzky Gambit, Rosenthal Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 d5	C39	Gambit du roi accepté : Gambit Kieseritzky, Défense Brentano	King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 d6	C39	Gambit du roi accepté : Gambit Kieseritzky, Défense Kolisch	King's Gambit Accepted: Kieseritzky Gambit, Kolisch Defense
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 h5	C39	Gambit du roi accepté : Gambit Kieseritzky, Long Whip	King's Gambit Accepted: Kieseritzky Gambit, Long Whip
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 Nf6	C39	Gambit du roi accepté : Allgaier, Défense Schlechter	King's Gambit Accepted: Allgaier, Schlechter Defense
e4 e6 d4 d5 Nc3 Bb4 Bd2 dxe4 Qg4 Qxd4	C15	Défense française : Variante Winawer, Variante Fingerslip, Gambit Kunin Double	French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit
e4 e6 d4 d5 Nc3 Bb4 Ne2 dxe4 a3 Bxc3	C15	Défense française : Variante Winawer, Alekhine gambit accepté	French Defense: Winawer Variation, Alekhine Gambit Accepted
e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Ba5	C17	Défense française : Variante Winawer, Variante Retreat	French Defense: Winawer Variation, Retreat Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Ne4	C13	Défense française : Variante classique, Variante Tartakower	French Defense: Classical Variation, Tartakower Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Ng8	C13	Défense française : Variante classique, Variante Vistaneckis	French Defense: Classical Variation, Vistaneckis Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 dxe4 Nxe4 Be7	C13	Défense française : Variante classique	French Defense: Classical Variation
e4 e6 d4 d5 Nc3 a6 Nf3 Nf6 e5 Nfd7	C11	Défense française : Variante Steinitz	French Defense: Steinitz Variation
e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3 Bc6	C10	Défense française : Variante Rubinstein, Variante Fort Knox	French Defense: Rubinstein Variation, Fort Knox Variation
